State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Borno,Bama,2019-06-01,30.24,57.41,16.35,24.4,6.75,8.52,0.84,6.59,39.07,0.68,0.62,0.4,89,Moderate,6.9,65.3,0.468,2.18,5.83,227.2
Borno,Bama,2019-07-01,15.16,57.48,7.73,12.96,19.27,2.62,0.64,8.43,15.58,1.3,4.52,0.85,57,Moderate,4.9,66.8,0.519,2.08,5.83,227.0
Borno,Bama,2019-08-01,31.51,39.87,1.0,18.55,15.88,5.85,1.17,6.55,34.5,0.66,1.12,0.49,92,Moderate,1.5,75.4,0.402,1.78,5.86,225.2
Borno,Bama,2019-09-01,33.46,52.39,3.42,15.23,17.58,10.29,1.35,9.36,38.17,0.94,1.04,1.23,96,Moderate,5.5,70.9,0.551,0.63,5.64,224.7
Borno,Bama,2019-10-01,30.57,52.2,6.64,36.88,22.76,11.76,1.76,6.68,39.97,1.08,3.41,1.49,90,Moderate,5.1,55.4,0.5,-0.25,5.74,224.2
Borno,Bama,2019-11-01,47.97,331.39,12.81,48.07,79.37,21.56,4.14,24.8,94.1,4.8,4.01,3.11,132,Unhealthy for Sensitive Groups,8.5,41.0,0.519,1.6,5.83,225.3
Borno,Bama,2019-12-01,184.2,434.59,45.81,68.44,131.31,29.4,3.24,18.3,91.61,4.82,5.88,3.88,234,Very Unhealthy,9.6,16.3,0.402,2.31,5.94,226.5
Borno,Bama,2020-01-01,140.34,380.76,47.57,30.8,34.31,30.73,4.16,36.26,132.19,3.2,9.16,4.28,195,Unhealthy,9.1,16.3,0.407,2.56,5.93,232.5
Borno,Bama,2020-02-01,109.91,125.42,46.67,57.07,95.79,27.18,1.24,15.88,62.87,1.17,7.72,2.22,179,Unhealthy,13.1,24.1,0.515,1.66,5.83,230.0
Borno,Bama,2020-03-01,66.41,118.09,10.02,54.29,17.46,15.57,3.16,12.22,50.0,1.36,10.08,1.25,157,Unhealthy,8.7,20.8,0.55,0.27,6.08,230.0
Borno,Bama,2020-04-01,19.64,59.41,13.66,16.01,21.61,4.03,0.24,3.61,27.7,0.34,3.08,1.11,67,Moderate,9.1,54.6,0.525,1.0,5.76,228.2
Borno,Bama,2020-05-01,26.51,55.79,7.17,16.56,13.16,3.25,0.65,2.58,26.94,1.13,3.25,1.18,81,Moderate,9.2,65.1,0.511,1.23,5.83,232.2
Borno,Bama,2020-06-01,32.97,38.39,6.78,14.78,15.62,6.29,1.24,7.24,29.86,1.1,2.4,0.37,95,Moderate,7.2,63.8,0.477,-0.82,5.73,231.5
Borno,Bama,2020-07-01,20.54,72.11,4.83,10.61,14.04,6.1,1.23,8.46,12.01,0.46,3.07,0.95,69,Moderate,4.4,68.2,0.49,0.97,5.91,231.2
Borno,Bama,2020-08-01,18.26,30.82,6.49,25.11,19.09,6.29,0.5,1.77,28.83,1.15,1.49,0.66,64,Moderate,5.8,64.0,0.474,2.83,5.97,233.0
Borno,Bama,2020-09-01,33.81,80.7,16.74,29.28,4.75,12.66,1.33,8.02,40.49,2.02,2.3,1.28,97,Moderate,3.1,71.5,0.571,1.6,5.94,231.2
Borno,Bama,2020-10-01,38.6,52.99,19.76,13.97,9.61,8.58,1.39,11.8,18.05,1.84,3.04,1.29,109,Unhealthy for Sensitive Groups,8.1,51.6,0.515,1.42,5.86,232.1
Borno,Bama,2020-11-01,51.76,198.98,15.83,21.46,47.53,31.65,3.81,17.65,63.4,4.3,8.5,3.86,141,Unhealthy for Sensitive Groups,8.1,39.9,0.481,0.05,5.87,231.3
Borno,Bama,2020-12-01,155.29,319.76,24.16,125.98,63.76,25.45,6.55,48.31,200.0,6.22,9.29,2.78,206,Very Unhealthy,5.3,27.0,0.52,3.35,5.81,229.4
Borno,Bama,2021-01-01,125.14,366.36,17.28,73.15,115.05,20.89,3.74,29.0,140.55,3.84,14.67,5.2,187,Unhealthy,12.3,27.2,0.512,0.5,6.11,235.5
Borno,Bama,2021-02-01,144.14,298.7,33.52,78.05,58.84,37.78,2.54,26.44,109.62,3.14,11.71,1.09,197,Unhealthy,5.3,18.8,0.471,1.61,6.09,234.4
Borno,Bama,2021-03-01,135.91,208.93,42.19,55.15,72.77,26.21,4.22,18.19,75.96,1.52,4.26,3.87,193,Unhealthy,7.4,27.1,0.523,1.46,5.87,236.8
Borno,Bama,2021-04-01,37.7,83.44,19.65,36.73,18.12,9.32,0.57,11.73,50.95,1.92,2.55,1.75,106,Unhealthy for Sensitive Groups,6.1,48.0,0.43,1.23,6.22,235.0
Borno,Bama,2021-05-01,18.5,38.61,15.34,23.67,19.85,8.67,0.43,6.76,22.31,0.94,4.08,0.76,64,Moderate,11.2,59.2,0.475,1.61,5.94,236.6
Borno,Bama,2021-06-01,32.31,28.45,6.16,23.48,20.29,10.63,0.36,8.27,20.25,1.06,2.64,0.73,93,Moderate,5.6,67.9,0.558,0.94,6.05,235.4
Borno,Bama,2021-07-01,31.43,41.83,6.55,21.78,25.31,3.58,0.27,2.94,22.69,0.73,2.94,0.73,92,Moderate,6.1,74.1,0.516,1.86,5.93,236.7
Borno,Bama,2021-08-01,26.6,38.0,12.1,15.51,19.69,5.66,0.38,5.67,17.95,1.88,1.46,0.69,82,Moderate,2.1,72.1,0.535,3.01,6.01,238.5
Borno,Bama,2021-09-01,40.94,38.24,5.93,32.35,19.42,11.27,0.5,6.36,24.77,1.58,3.09,0.22,114,Unhealthy for Sensitive Groups,5.7,69.3,0.502,-0.18,6.03,237.5
Borno,Bama,2021-10-01,28.16,63.88,21.05,38.9,24.19,15.19,1.83,2.82,31.32,1.56,2.99,0.68,85,Moderate,7.1,69.0,0.46,1.57,5.97,236.9
Borno,Bama,2021-11-01,99.82,159.34,49.4,46.44,77.54,26.05,2.22,20.9,84.56,3.43,8.8,0.76,174,Unhealthy,12.4,46.4,0.549,1.67,6.12,237.4
Borno,Bama,2021-12-01,94.57,251.41,41.98,38.63,31.21,34.93,4.59,23.27,121.81,5.3,10.6,1.79,171,Unhealthy,6.9,12.9,0.544,-0.94,6.21,238.0
Borno,Bama,2022-01-01,92.18,316.94,37.16,96.72,41.43,33.95,4.39,33.11,81.86,2.65,10.81,2.38,170,Unhealthy,15.8,5.0,0.586,-0.36,6.12,242.5
Borno,Bama,2022-02-01,139.61,243.1,55.85,91.6,104.23,23.53,2.6,36.31,60.42,1.31,8.35,4.96,194,Unhealthy,9.9,14.5,0.542,0.29,6.16,243.5
Borno,Bama,2022-03-01,47.66,259.59,50.4,48.07,64.52,21.65,1.27,29.4,42.94,2.37,5.46,4.13,131,Unhealthy for Sensitive Groups,12.6,32.9,0.554,2.14,6.17,242.9
Borno,Bama,2022-04-01,47.36,118.8,13.26,25.95,39.21,6.36,1.74,5.05,39.39,0.95,5.43,1.57,130,Unhealthy for Sensitive Groups,8.8,51.5,0.429,-1.14,6.28,241.0
Borno,Bama,2022-05-01,57.49,38.06,11.53,6.18,21.75,5.95,0.9,9.26,24.1,1.76,0.65,1.06,152,Unhealthy,9.3,59.7,0.384,0.32,6.24,241.5
Borno,Bama,2022-06-01,40.91,72.27,5.14,23.49,19.69,4.72,0.39,3.86,32.83,1.86,3.4,1.11,114,Unhealthy for Sensitive Groups,6.2,64.4,0.413,1.3,5.98,242.3
Borno,Bama,2022-07-01,24.79,32.57,5.0,20.4,22.5,3.47,0.84,4.41,30.26,1.29,3.09,0.34,78,Moderate,7.2,70.3,0.476,0.45,6.28,242.4
Borno,Bama,2022-08-01,24.13,51.21,2.59,19.03,29.23,9.01,1.21,4.31,17.96,0.37,0.76,0.57,76,Moderate,4.6,65.3,0.498,2.05,6.2,242.9
Borno,Bama,2022-09-01,17.47,48.02,16.72,13.41,16.79,5.77,0.98,6.84,37.74,1.08,3.07,0.77,62,Moderate,5.5,66.5,0.557,1.07,6.27,241.5
Borno,Bama,2022-10-01,39.38,70.1,7.49,12.87,40.59,6.01,2.14,8.9,60.88,1.11,3.1,1.21,111,Unhealthy for Sensitive Groups,10.5,51.4,0.547,-0.18,6.03,241.2
Borno,Bama,2022-11-01,115.94,342.61,57.97,85.29,61.21,19.5,2.77,13.33,99.72,2.85,7.5,1.73,182,Unhealthy,5.1,44.1,0.383,0.65,6.23,241.4
Borno,Bama,2022-12-01,164.01,300.49,30.33,116.23,54.26,26.41,4.03,15.58,138.4,3.38,10.79,1.94,214,Very Unhealthy,4.8,31.7,0.573,1.14,6.14,242.0
Borno,Bama,2023-01-01,113.47,274.78,47.81,64.01,85.45,16.58,3.59,25.26,121.52,4.19,9.39,1.17,181,Unhealthy,13.4,25.1,0.454,2.33,6.2,246.9
Borno,Bama,2023-02-01,100.47,273.6,75.19,53.18,86.04,33.12,3.09,29.04,173.4,2.86,15.31,5.01,174,Unhealthy,6.4,22.9,0.488,1.6,6.3,246.3
Borno,Bama,2023-03-01,65.92,135.55,40.13,50.83,34.67,13.82,3.91,18.34,119.63,1.61,4.21,1.59,156,Unhealthy,5.8,32.0,0.523,2.7,6.39,246.2
Borno,Bama,2023-04-01,63.25,84.97,22.48,27.4,27.5,7.56,1.38,4.67,38.08,1.74,1.19,0.98,155,Unhealthy,11.3,60.8,0.483,1.64,6.29,246.4
Borno,Bama,2023-05-01,28.03,80.24,21.07,19.68,33.71,8.77,1.38,11.49,24.01,1.13,1.64,1.26,84,Moderate,7.3,72.1,0.474,0.78,6.39,246.6
Borno,Bama,2023-06-01,38.98,46.19,14.31,23.94,19.6,7.73,0.9,10.59,32.73,0.89,3.47,1.23,110,Unhealthy for Sensitive Groups,3.6,73.6,0.516,2.72,6.35,246.5
Borno,Bama,2023-07-01,20.28,80.23,3.67,24.92,26.96,2.31,0.78,4.83,23.99,0.43,1.64,0.93,68,Moderate,5.2,78.8,0.523,2.62,6.26,247.0
Borno,Bama,2023-08-01,36.24,29.84,5.99,17.82,27.92,3.81,0.76,9.3,35.82,1.69,3.14,0.55,103,Unhealthy for Sensitive Groups,3.3,81.3,0.554,1.97,6.33,247.5
Borno,Bama,2023-09-01,37.8,85.82,20.91,28.3,39.75,9.9,1.42,10.81,20.21,0.57,1.31,0.67,107,Unhealthy for Sensitive Groups,7.1,68.1,0.487,1.31,6.3,246.1
Borno,Bama,2023-10-01,57.5,50.23,14.17,20.24,34.31,4.26,1.3,9.71,57.3,1.86,3.49,1.68,152,Unhealthy,5.1,54.0,0.404,0.24,6.45,247.0
Borno,Bama,2023-11-01,60.06,400.26,31.94,100.11,41.59,29.44,3.17,34.95,121.18,2.93,13.35,2.34,153,Unhealthy,7.8,33.7,0.506,3.43,6.22,245.9
Borno,Bama,2023-12-01,103.86,447.25,17.3,47.54,96.84,27.9,4.87,24.65,98.85,5.63,8.52,4.81,176,Unhealthy,15.3,21.7,0.537,2.58,6.41,246.2
Borno,Bama,2024-01-01,82.11,472.77,45.2,97.33,125.47,16.05,2.65,30.92,161.43,2.77,10.76,5.58,165,Unhealthy,11.2,20.6,0.479,0.32,6.47,252.5
Borno,Bama,2024-02-01,107.04,545.0,66.1,102.9,84.03,47.15,4.6,31.86,175.63,5.7,5.88,4.24,178,Unhealthy,12.5,22.4,0.382,0.95,6.51,251.7
Borno,Bama,2024-03-01,116.19,400.89,11.87,26.59,32.61,23.1,1.59,17.79,108.97,4.0,8.03,2.14,182,Unhealthy,8.9,45.8,0.549,1.51,6.62,253.1
Borno,Bama,2024-04-01,54.37,52.36,17.99,39.82,28.87,8.54,0.61,15.52,63.48,0.47,5.49,1.8,147,Unhealthy for Sensitive Groups,3.0,51.3,0.459,0.05,6.54,252.6
Borno,Bama,2024-05-01,48.5,114.89,8.89,23.79,33.62,8.31,1.52,5.69,47.77,2.22,2.48,1.72,133,Unhealthy for Sensitive Groups,4.6,63.9,0.504,1.93,6.65,252.4
Borno,Bama,2024-06-01,25.3,53.24,16.13,19.58,16.59,6.22,0.84,7.92,37.53,1.88,4.03,0.21,79,Moderate,6.5,73.8,0.54,1.97,6.55,251.7
Borno,Bama,2024-07-01,32.02,79.15,14.87,13.77,19.89,3.45,1.25,9.75,26.39,1.9,3.25,1.22,93,Moderate,3.7,79.0,0.444,0.81,6.51,252.9
Borno,Bama,2024-08-01,36.4,89.36,10.5,11.61,24.63,5.33,1.5,3.69,14.11,0.67,0.93,0.8,103,Unhealthy for Sensitive Groups,6.5,66.5,0.42,1.38,6.5,252.2
Borno,Bama,2024-09-01,29.15,102.84,4.11,18.14,18.51,6.64,1.13,8.77,22.43,0.48,5.93,1.05,87,Moderate,6.6,66.5,0.43,1.85,6.4,252.1
Borno,Bama,2024-10-01,48.88,68.68,11.31,19.27,13.66,6.77,0.99,7.32,18.74,1.16,5.61,2.0,134,Unhealthy for Sensitive Groups,8.6,69.6,0.499,1.59,6.7,252.6
Borno,Bama,2024-11-01,103.42,420.01,55.54,45.1,52.89,24.39,4.13,14.46,93.72,3.74,5.7,1.89,176,Unhealthy,7.9,36.7,0.478,2.11,6.5,250.9
Borno,Bama,2024-12-01,125.68,221.72,26.51,118.21,111.42,15.27,1.79,42.58,173.11,7.37,8.27,4.87,187,Unhealthy,4.3,23.4,0.597,1.62,6.6,251.4
Borno,Bama,2025-01-01,184.17,515.2,56.58,61.34,143.19,27.27,5.55,19.36,153.91,4.51,10.4,5.3,234,Very Unhealthy,12.5,12.5,0.432,1.05,6.58,257.6
Borno,Bama,2025-02-01,117.96,242.65,18.39,63.91,99.12,15.02,1.55,24.71,131.52,4.42,8.68,4.19,183,Unhealthy,7.1,10.1,0.489,0.51,6.77,257.9
Borno,Bama,2025-03-01,121.13,103.5,22.09,23.04,48.73,19.63,2.08,21.48,99.36,4.85,6.46,1.53,185,Unhealthy,9.9,20.1,0.503,1.52,6.63,258.5
Borno,Bama,2025-04-01,47.43,87.95,18.64,31.62,35.79,5.85,0.66,12.13,31.29,1.32,5.88,1.7,130,Unhealthy for Sensitive Groups,9.3,62.0,0.491,3.52,6.61,257.8
Borno,Bama,2025-05-01,16.97,99.04,22.79,15.4,39.29,8.85,1.44,11.48,19.17,0.85,6.71,0.94,61,Moderate,3.8,66.8,0.467,0.25,6.81,257.7
Borno,Bama,2025-06-01,32.39,56.71,11.05,24.43,8.86,8.41,1.46,9.89,45.27,0.45,1.46,0.46,94,Moderate,3.1,68.2,0.547,0.07,6.76,256.7
Borno,Bama,2025-07-01,25.87,58.45,3.67,18.91,21.22,8.3,0.59,8.8,20.59,0.78,2.28,0.42,80,Moderate,8.9,77.7,0.445,2.13,6.74,257.3
Borno,Bama,2025-08-01,39.07,84.41,13.15,18.19,23.99,4.33,1.08,6.88,46.14,0.42,1.31,1.32,110,Unhealthy for Sensitive Groups,7.5,75.2,0.689,2.87,6.65,259.0
Borno,Bama,2025-09-01,40.28,60.95,15.14,27.82,15.32,8.03,1.43,6.05,22.31,1.22,3.07,0.1,113,Unhealthy for Sensitive Groups,6.3,75.8,0.557,1.58,6.45,258.2
Borno,Bama,2025-10-01,48.35,56.02,8.96,19.9,8.74,6.27,1.71,12.38,28.77,1.23,3.94,1.96,133,Unhealthy for Sensitive Groups,6.3,50.8,0.545,1.46,6.68,257.0
Borno,Bama,2025-11-01,128.92,194.99,50.23,35.24,63.27,32.15,4.81,15.59,70.17,5.9,5.98,3.3,189,Unhealthy,11.5,30.4,0.584,1.12,6.64,256.8
Borno,Bama,2025-12-01,119.75,455.09,12.93,87.14,120.03,40.84,3.22,41.17,128.25,6.21,14.03,1.91,184,Unhealthy,8.4,11.9,0.497,2.49,6.75,256.6
Borno,Maiduguri,2014-01-01,85.5,601.16,63.89,117.61,66.65,27.92,6.25,35.63,166.75,4.43,13.39,3.06,166,Unhealthy,12.2,5.0,0.534,1.03,5.05,200.0
Borno,Maiduguri,2014-02-01,113.83,234.58,22.64,62.45,124.0,42.16,5.36,30.84,159.08,3.35,15.88,1.47,181,Unhealthy,10.0,16.1,0.518,1.93,4.98,200.9
Borno,Maiduguri,2014-03-01,63.08,201.47,36.82,35.66,68.17,21.04,3.11,23.97,74.25,1.25,5.18,0.57,155,Unhealthy,9.1,27.3,0.536,0.19,5.07,199.8
Borno,Maiduguri,2014-04-01,21.63,37.2,10.14,10.59,39.9,9.47,1.7,12.54,42.61,2.21,4.02,0.7,71,Moderate,8.7,53.9,0.513,0.56,4.97,200.2
Borno,Maiduguri,2014-05-01,47.76,66.11,18.61,24.77,31.16,6.99,0.48,5.59,24.72,1.38,0.9,1.12,131,Unhealthy for Sensitive Groups,6.7,60.4,0.488,1.08,4.93,199.3
Borno,Maiduguri,2014-06-01,17.76,33.31,5.9,13.04,9.94,6.88,0.66,8.41,30.83,0.89,3.91,0.11,63,Moderate,1.8,65.7,0.394,3.01,5.02,200.3
Borno,Maiduguri,2014-07-01,12.58,46.18,5.98,8.99,14.74,2.86,0.53,7.32,23.86,1.31,2.55,0.35,52,Moderate,8.6,69.8,0.477,2.38,5.0,198.8
Borno,Maiduguri,2014-08-01,29.84,69.92,4.6,12.3,19.12,6.81,0.65,5.59,22.75,1.48,2.64,0.58,88,Moderate,5.1,67.0,0.554,0.91,4.99,198.9
Borno,Maiduguri,2014-09-01,15.3,87.91,16.35,13.53,23.74,6.55,1.07,5.26,44.91,1.39,4.6,0.95,58,Moderate,5.3,62.1,0.505,2.45,4.92,201.5
Borno,Maiduguri,2014-10-01,35.19,102.58,8.95,31.08,27.88,5.99,0.58,8.25,39.63,0.96,3.31,1.93,100,Moderate,7.3,51.8,0.524,2.95,5.19,199.2
Borno,Maiduguri,2014-11-01,87.54,322.3,33.53,35.06,59.2,25.97,2.56,24.56,105.34,3.57,10.58,2.92,168,Unhealthy,9.3,29.8,0.552,1.6,5.09,199.8
Borno,Maiduguri,2014-12-01,137.34,248.62,35.96,34.27,52.68,24.74,4.48,15.97,172.75,2.38,13.53,4.46,193,Unhealthy,13.7,37.3,0.493,2.27,5.09,200.5
Borno,Maiduguri,2015-01-01,74.32,261.56,39.16,75.1,116.77,33.09,6.05,30.42,125.64,5.61,5.57,3.14,161,Unhealthy,5.3,19.2,0.485,1.15,5.18,204.8
Borno,Maiduguri,2015-02-01,115.28,413.18,60.42,109.44,85.97,19.82,2.42,14.55,107.69,6.92,12.72,1.41,182,Unhealthy,4.3,10.3,0.545,0.17,5.03,204.8
Borno,Maiduguri,2015-03-01,61.33,340.44,32.41,76.49,34.12,13.74,1.96,19.02,84.49,3.09,3.39,2.36,154,Unhealthy,9.0,39.3,0.429,0.5,5.17,206.9
Borno,Maiduguri,2015-04-01,37.89,103.62,12.47,22.9,31.33,10.53,1.31,16.53,36.09,1.82,3.44,1.32,107,Unhealthy for Sensitive Groups,6.8,45.8,0.542,0.2,5.1,206.0
Borno,Maiduguri,2015-05-01,49.37,89.75,13.9,34.86,9.1,11.56,1.33,10.63,47.24,2.15,2.56,1.31,135,Unhealthy for Sensitive Groups,4.8,65.2,0.513,-0.07,5.06,203.8
Borno,Maiduguri,2015-06-01,37.5,78.57,15.77,25.68,6.19,5.14,1.01,7.43,24.41,1.11,4.03,1.08,106,Unhealthy for Sensitive Groups,3.6,65.7,0.574,2.56,5.27,204.9
Borno,Maiduguri,2015-07-01,31.0,92.36,4.02,14.42,32.85,3.42,1.39,6.68,38.22,0.4,1.54,1.07,91,Moderate,6.1,75.3,0.478,1.49,5.16,204.8
Borno,Maiduguri,2015-08-01,10.08,43.23,16.38,17.71,29.21,5.85,1.1,9.26,29.0,0.91,2.38,1.16,42,Good,8.6,78.2,0.488,1.34,5.08,205.1
Borno,Maiduguri,2015-09-01,33.65,56.58,4.37,8.95,26.0,8.48,1.2,10.55,22.69,0.83,2.79,1.09,96,Moderate,6.3,62.7,0.521,1.89,5.14,205.2
Borno,Maiduguri,2015-10-01,63.73,112.99,13.72,24.01,8.03,13.99,1.11,14.1,31.19,0.51,2.38,1.8,155,Unhealthy,4.2,68.4,0.496,2.04,5.19,205.5
Borno,Maiduguri,2015-11-01,61.79,210.29,27.32,39.44,74.76,23.6,0.93,12.19,107.58,4.82,3.72,3.13,154,Unhealthy,6.0,52.5,0.525,1.51,5.11,203.4
Borno,Maiduguri,2015-12-01,83.0,566.66,60.33,112.82,94.23,39.64,3.43,21.57,119.99,3.85,11.64,6.11,165,Unhealthy,7.4,27.7,0.506,2.55,5.12,204.3
Borno,Maiduguri,2016-01-01,176.06,324.73,50.59,126.39,144.26,47.22,6.09,53.28,174.88,5.2,10.93,6.47,226,Very Unhealthy,14.3,19.8,0.511,1.77,5.4,209.0
Borno,Maiduguri,2016-02-01,116.0,162.71,25.23,47.85,37.24,21.52,3.38,29.82,103.72,4.73,15.43,1.99,182,Unhealthy,8.4,38.0,0.547,0.24,5.34,210.9
Borno,Maiduguri,2016-03-01,48.35,163.1,32.33,51.24,54.8,31.19,2.64,14.52,50.2,2.02,5.79,3.83,133,Unhealthy for Sensitive Groups,6.0,32.0,0.546,1.48,5.17,211.4
Borno,Maiduguri,2016-04-01,37.65,93.37,27.49,22.65,33.86,16.17,1.58,7.69,43.95,1.96,6.97,1.92,106,Unhealthy for Sensitive Groups,11.3,61.0,0.5,2.16,5.37,211.1
Borno,Maiduguri,2016-05-01,27.01,80.16,19.16,35.7,9.04,4.43,1.53,5.69,43.08,0.6,1.94,0.91,82,Moderate,9.6,58.9,0.534,-0.7,5.26,209.8
Borno,Maiduguri,2016-06-01,15.19,47.78,7.11,8.13,30.83,10.85,1.01,3.83,20.31,0.86,3.04,1.53,58,Moderate,8.2,74.5,0.412,2.05,5.35,210.5
Borno,Maiduguri,2016-07-01,33.49,74.24,7.89,21.07,25.13,6.37,1.32,9.47,15.59,1.18,3.48,0.45,96,Moderate,2.6,66.6,0.529,-0.84,5.26,210.8
Borno,Maiduguri,2016-08-01,19.53,37.25,10.4,18.95,31.75,7.4,0.78,4.14,23.16,0.85,3.74,0.48,67,Moderate,6.1,68.8,0.511,0.82,5.33,209.5
Borno,Maiduguri,2016-09-01,18.13,53.3,3.19,9.59,14.68,4.92,1.54,8.2,38.8,0.83,5.6,0.38,64,Moderate,1.6,68.3,0.562,2.4,5.39,210.5
Borno,Maiduguri,2016-10-01,27.23,73.74,10.37,29.06,30.42,14.22,0.5,12.71,48.17,0.98,2.99,2.14,83,Moderate,7.9,60.9,0.566,1.1,5.42,209.5
Borno,Maiduguri,2016-11-01,121.45,259.76,11.59,30.54,59.33,27.96,1.35,25.67,74.04,4.37,8.36,1.54,185,Unhealthy,9.3,32.8,0.515,1.34,5.03,212.0
Borno,Maiduguri,2016-12-01,136.56,454.98,12.31,82.58,52.81,22.85,2.53,30.33,157.18,3.77,9.43,4.85,193,Unhealthy,8.4,15.6,0.565,0.81,5.2,208.5
Borno,Maiduguri,2017-01-01,125.47,249.6,38.54,125.44,57.41,18.44,3.45,39.31,136.44,2.06,15.14,3.39,187,Unhealthy,9.4,21.1,0.491,2.68,5.38,213.2
Borno,Maiduguri,2017-02-01,120.96,279.61,27.44,71.05,71.04,26.01,3.56,15.93,115.04,4.97,5.07,2.36,185,Unhealthy,5.2,22.8,0.504,3.28,5.35,214.8
Borno,Maiduguri,2017-03-01,51.52,414.69,40.79,62.4,98.99,23.99,2.62,26.34,140.99,1.94,9.24,5.12,140,Unhealthy for Sensitive Groups,7.9,27.5,0.453,2.98,5.36,217.2
Borno,Maiduguri,2017-04-01,50.55,91.05,20.8,32.77,12.2,6.86,1.86,9.15,48.28,0.97,1.61,0.4,138,Unhealthy for Sensitive Groups,3.2,46.0,0.515,0.65,5.53,215.7
Borno,Maiduguri,2017-05-01,42.07,55.63,9.65,25.22,18.12,9.28,1.12,11.81,40.06,1.9,5.22,1.71,117,Unhealthy for Sensitive Groups,3.4,67.6,0.499,0.69,5.42,216.0
Borno,Maiduguri,2017-06-01,41.12,84.97,18.23,7.95,9.09,4.9,0.92,12.42,37.12,1.74,3.14,1.28,115,Unhealthy for Sensitive Groups,4.7,70.4,0.486,2.75,5.51,215.2
Borno,Maiduguri,2017-07-01,35.93,30.2,16.82,22.56,12.37,7.31,0.67,3.32,36.37,0.82,0.93,0.91,102,Unhealthy for Sensitive Groups,5.0,65.2,0.489,-0.26,5.49,216.0
Borno,Maiduguri,2017-08-01,8.33,45.94,8.59,15.96,22.04,9.45,0.92,2.91,32.5,1.1,4.75,0.73,35,Good,4.5,74.0,0.433,1.22,5.6,217.2
Borno,Maiduguri,2017-09-01,46.2,48.63,11.88,9.51,27.39,10.82,1.42,4.11,40.9,2.05,0.99,0.55,127,Unhealthy for Sensitive Groups,3.9,62.9,0.524,0.98,5.46,214.6
Borno,Maiduguri,2017-10-01,42.67,77.96,10.82,24.61,17.34,6.69,1.19,15.03,30.15,0.82,5.11,2.08,119,Unhealthy for Sensitive Groups,10.6,66.5,0.538,2.88,5.42,216.5
Borno,Maiduguri,2017-11-01,134.93,396.76,55.83,64.22,85.94,39.72,3.65,27.69,136.78,1.39,4.35,3.57,192,Unhealthy,7.9,37.7,0.465,1.55,5.18,217.3
Borno,Maiduguri,2017-12-01,165.86,239.41,75.45,86.73,60.6,20.51,2.76,38.62,187.49,5.07,7.92,6.35,216,Very Unhealthy,7.6,18.4,0.538,2.17,5.42,214.6
Borno,Maiduguri,2018-01-01,142.43,322.61,56.45,74.43,44.77,36.21,4.5,12.75,109.85,4.6,11.52,4.82,196,Unhealthy,8.3,15.2,0.504,-0.12,5.5,221.3
Borno,Maiduguri,2018-02-01,70.09,451.96,47.45,35.69,29.75,43.1,4.36,24.23,101.03,5.19,7.23,4.25,159,Unhealthy,10.8,11.1,0.566,1.65,5.49,218.6
Borno,Maiduguri,2018-03-01,94.73,133.3,40.95,59.86,66.02,17.35,3.79,27.01,39.37,2.14,5.02,1.27,171,Unhealthy,7.8,34.3,0.562,1.53,5.79,220.0
Borno,Maiduguri,2018-04-01,43.39,47.99,5.33,25.44,15.03,16.2,1.82,14.66,53.04,2.23,4.67,0.26,120,Unhealthy for Sensitive Groups,7.3,60.7,0.492,0.81,5.66,221.1
Borno,Maiduguri,2018-05-01,29.19,55.66,11.83,27.13,9.92,8.74,0.84,10.37,22.68,1.38,2.12,0.54,87,Moderate,9.3,54.8,0.528,2.06,5.56,221.5
Borno,Maiduguri,2018-06-01,27.19,37.17,18.35,7.19,19.39,11.89,1.26,10.33,38.48,0.8,2.41,0.9,83,Moderate,7.1,65.1,0.454,0.97,5.66,221.7
Borno,Maiduguri,2018-07-01,44.34,41.39,3.26,15.5,29.44,7.47,1.27,7.66,27.24,0.77,2.71,0.53,123,Unhealthy for Sensitive Groups,3.4,65.6,0.401,0.95,5.53,220.9
Borno,Maiduguri,2018-08-01,14.99,58.11,7.49,14.79,26.65,10.8,1.21,8.92,38.14,0.79,0.86,1.04,57,Moderate,3.3,76.5,0.564,1.95,5.51,221.0
Borno,Maiduguri,2018-09-01,20.95,25.77,9.25,27.4,33.84,10.08,1.49,4.18,51.33,0.84,4.55,0.91,70,Moderate,1.7,73.4,0.346,1.03,5.5,220.8
Borno,Maiduguri,2018-10-01,47.49,123.85,21.59,31.08,47.17,10.2,1.59,2.05,24.13,1.08,3.89,0.75,131,Unhealthy for Sensitive Groups,6.1,57.8,0.546,0.98,5.57,221.3
Borno,Maiduguri,2018-11-01,99.14,376.23,26.07,114.26,97.89,28.34,3.89,19.41,83.87,6.2,13.59,5.7,174,Unhealthy,4.6,46.9,0.507,2.66,5.73,219.7
Borno,Maiduguri,2018-12-01,63.87,280.09,42.7,39.9,37.14,18.02,5.28,37.96,131.61,8.44,7.12,6.39,155,Unhealthy,12.0,30.5,0.472,1.95,5.45,222.4
